Name,BrightnessComparisonScore
00421aec-df7d-4825-b744-9e5ed33a3275.jpg,121909.9
0042267f-e4f2-4105-ac17-fd4f75e82ff4.jpg,68982.58
00430d9b-a150-4115-b109-d036ac812a91.jpg,88723.91
0044045f-5913-4dc5-b881-70ef1308f0b1.jpg,1109351.04
004449c7-5fb6-4583-a3e7-64e4dbc32984.jpg,705211.01
00456ea5-5a51-4994-85ff-643cf07fffe1.jpg,1528796.56
004618c5-46d7-4878-b0aa-f7bfcb03f67e.jpg,268693.98
0046de36-c1e6-4568-b639-5a84acc4f77b.jpg,73020.21
00471b77-1528-4a6b-9452-a4f86af2f9a8.jpg,99000.8
00474ea0-6d2a-4181-9e81-07ab80c140f6.jpg,285538.8
0047632e-6e49-4016-92dc-86a6178ffed7.jpg,41302158.05
0047fa0a-2d4b-4f95-907c-a07b3df11540.jpg,184829.38
0048a193-1ab7-450f-a8d2-e57555369eea.jpg,552690.92
0048bab8-6e97-49eb-a3cc-de270d23eb2d.jpg,104076.19
0048d4d5-eae5-418d-b5f9-774cb8d087f8.jpg,132221.2
0048ea22-e872-4586-9a42-022fdc29680e.jpg,53193.11
004a07f1-24bd-432c-9f6a-b3f085de29c7.jpg,532321.75
004beed2-31ac-4243-aeff-0201e7b02231.jpg,789079.74
004c163f-a529-451f-b761-7ee12c2d9e53.jpg,551546.17
004c5625-2b9d-45ca-be7c-9fae3619ce70.jpg,437238.45
004d8193-8a4b-4784-a28a-9d9978852637.jpg,51065.45
004dba94-93ea-4428-8ed8-9f449f459963.jpg,63850.68
004ed41f-6d30-4e37-a6ce-775f3ec6f2c6.jpg,1471112.11
004f0113-b2b7-438a-b660-c2477067c0a0.jpg,3805185.45
004f7c70-3ad0-4572-a322-ca3bc36309bf.jpg,138504.81
004fc6cb-fcd2-4c33-9c21-eef22c6fd5a1.jpg,48499.1
00506534-cc05-4977-ae45-4b236a2ef009.jpg,72389.56
00509ee6-39f1-4399-887f-5a64437bf667.jpg,145547.9
005134bf-f8fa-4b16-a0d1-25b9cba9769a.jpg,120798.85
0051b031-7c3d-451d-84f6-416f65edda4f.jpg,150424.58
0051f0d5-ec51-4e90-973f-eebcf5329d82.jpg,232787.47
0051f943-dd38-466c-9bb6-3a0d86b34c6d.jpg,540916.7
00522341-e173-4aec-b4c4-b38914e20636.jpg,420320.28
00522bcf-ec7f-481c-a4ba-2d21f4b341cd.jpg,11775795.38
00527854-dae9-4d83-b9f2-7a70c4f021ed.jpg,111664.94
00527e2d-3bed-4b40-8d2e-4776e66831fc.jpg,3909665.04
00533880-f4c7-40de-bd60-48d0422322b2.jpg,40347.22
005437eb-5663-4e04-b061-3ae02a6f1fc8.jpg,116766.08
0054dd72-0891-4790-8b39-66f0989735ca.jpg,157304.39
0054f2b6-6429-4203-ba29-2c127fd4f438.jpg,3109172.52
00551986-2f14-423c-af3c-0ff9b20ee12c.jpg,210062.19
005527af-e42a-4333-b09e-cd6f937a0468.jpg,122752.85
0055467c-97c5-4b5e-9fe4-ad8698cc3372.jpg,49957.7
00558193-b845-453a-8ff1-4faf0674c7b2.jpg,8764273.19
005597b1-444f-444f-927c-f3f632b11193.jpg,1460084.54
0055c85f-2c5b-4ebb-932a-a8cc92e8a01a.jpg,53255.34
0055ccb5-1f32-4c36-b6fc-16430d58587e.jpg,113083.52
00563c3a-e8f4-4818-9868-0576e00f9dfa.jpg,230509.63
0056a414-0a3d-42bc-9afc-40d08030f572.jpg,224198.98
0056f2c3-9872-468c-9a99-84c547e03251.jpg,419830.4
005734be-d851-47b5-b9a5-92ce52857c97.jpg,221201.59
00574d9b-2722-402a-9492-633d80a4e73d.jpg,1169519.42
00577158-faf8-43bc-9547-b6fabd580c0e.jpg,401294.58
0057d80d-806e-476b-8ef3-c043ef47f86e.jpg,34377.35
0057f2c4-5e7c-4817-b2cd-56e6b412f9fc.jpg,1079057.35
0059a79b-bf6c-4dcf-bb12-9ecf24f4c703.jpg,42490750.56
005b7217-e828-4d95-8031-11b76b921796.jpg,569502.06
005b7e34-adfb-4120-8dc2-a46ebde87918.jpg,319104.78
005bbdfa-03cc-46b7-a822-ee10a66b3c85.jpg,5583213.68
005d69ba-c1d9-4102-a767-6b2ef4d8dd4d.jpg,152031.75
005dfa38-b76e-496d-a5e8-49993919e99e.jpg,52624.47
005e8008-98e9-4109-a39f-0941a2796802.jpg,106239.39
005e823c-636e-49b2-9d22-a4b1762b6362.jpg,610130.29
005e83ff-c752-4fa4-a32c-8f83ebbcb4b3.jpg,105265.35
005eee0e-2122-4b2f-934e-bcaf620be70d.jpg,198655.25
005f2e16-f12a-4efa-975c-e71264f36ceb.jpg,127383.26
005f656f-de2f-484e-930a-11fe1f53309d.jpg,316254.76
005fd746-9fe1-4252-857b-dbf99338a288.jpg,195124.16
006080e5-446f-4af9-9662-77833c692e13.jpg,27060.28
00610770-bf94-4a96-9928-563572489e25.jpg,86998.5
00615753-f9a7-4fca-afd0-b61070dc73f5.jpg,67984.02
0062189b-505b-413c-b796-53cf43fa0265.jpg,188736.57
0062a9ca-a994-4c7f-81da-45e5c57e0dda.jpg,338320.63
0062c429-28c4-42bb-92a6-3138edcffa8c.jpg,34944.41
0062c6f8-dd1c-4fed-9a9b-d2c772703c3a.jpg,247631.75
0062e69d-0cba-49c0-934f-d4faaaecae36.jpg,136400.12
0062f324-d57b-4576-9730-64f14f8adf15.jpg,27805070.14
006318ec-1370-4cc8-aadb-2fa746e292b2.jpg,127359.27
0063f23a-11fb-4760-8885-d98ff9e757a1.jpg,187579.24
0063fa78-48ef-4f05-ad53-d9416db3f475.jpg,48438.55
00647d36-750c-461d-a744-679d0f31be81.jpg,221404.41
0064c5f9-74dd-4e4f-a7b7-bd058c7b232b.jpg,39207.81
0064defa-3d10-4f03-8946-f1db2d611158.jpg,1572988.95
0064e202-a898-4693-af5a-b4eb522ab066.jpg,387187.04
00650f55-a307-47d2-a998-47818e891026.jpg,34944.41
0065cd68-4d48-49ce-ba7a-1c68baa8e675.jpg,253496.88
006603e8-fb62-44e4-8982-d191aae411d0.jpg,145813.39
00665c44-a396-4f51-9f37-3ca73a7b7f51.jpg,522031.66
00668cd0-878a-4267-b1b4-a32b4a8b7be3.jpg,751189.35
0066cac3-442f-48af-b119-427f990e27df.jpg,125844.06
00670d39-51fe-4827-a26d-273de122b351.jpg,45493.14
00674053-0000-4fdb-8cb5-59c2cda3a4d2.jpg,323301.7
00679f4c-5835-4865-adb0-4225002d4239.jpg,178484.88
0067a83c-2e68-4fd0-acc2-cbac73f8d4ab.jpg,61710.78
0067bf0f-e72b-4fa0-914c-bdd001985d34.jpg,72317.83
0067e4b4-542d-4a8a-a6c4-bd36dab6ecbc.jpg,231069.78
00695260-0549-4d45-adf5-3f72a47dac0d.jpg,17136987.44
0069d7e9-db05-4745-a75e-8cbd336137ff.jpg,142007.74
0069f42c-9e2f-43e7-b0fc-3cf527e9eb19.jpg,530123.51
006a13d6-c9a4-41cf-8f47-af90c112dbd8.jpg,14331.49
006abdcb-c18d-4ace-b01c-a2549b26af5e.jpg,28572.64
006c8ea7-9877-4677-a0ea-30af496c40fc.jpg,68661.56
006c9aef-bdec-4b56-ab36-bb92d052fc1d.jpg,604835.44
006d04e2-0dd5-4eef-bee7-3c161a44348d.jpg,759882.27
006d9d61-1057-4d37-95d3-1b0475a75080.jpg,51331.14
006dab8a-eb2f-406a-9ca3-62009500e6bb.jpg,83584.68
006de893-32a1-4474-993a-73145cd21952.jpg,163308.29
006e6de6-5def-4232-adae-c1952e972b88.jpg,1138007.04
006ecc1e-1954-4d5d-a11a-f814adff3b7b.jpg,319001.46
006f84d8-e336-474c-aedf-b62fba6a75cc.jpg,106191.74
006fb595-15e3-441d-a1d7-0ddfad949380.jpg,275198.57
00703f80-64bf-4935-91ce-c46a47586e5c.jpg,53538.08
0070e506-8a00-4a51-bdd0-1f5383f383f9.jpg,111704.89
0070fef0-f578-4c81-93a7-770bf3b3d366.jpg,178590.8
00727261-0cfc-4aa7-9156-601f0c2e4683.jpg,291274.65
007383ea-924d-4984-83a5-b5247b628720.jpg,90773.26
0073e883-12e5-4db9-95ac-45fc1dd0f5d8.jpg,173806.95
0074cbce-8aae-431a-8502-9889f2b3b34a.jpg,102135.97
00753ffb-a6d0-4ca4-a5a3-a9efb19e4445.jpg,324148.18
00760514-4a3c-4c01-9abd-020c2151c23c.jpg,256309.05
00762458-fa7d-45aa-9a4b-2f84107688bd.jpg,311646.84
0076ac10-f301-4580-9246-8c5538130a9d.jpg,104694.49
0078d2e1-1afd-4d8d-ab2f-86590de771a5.jpg,173561.35
00793bec-cc53-40db-99f5-e0600efebf47.jpg,80037.91
00795626-987a-4bf9-9412-9552b52a0a99.jpg,192957.27
007a48f6-9bd1-4acc-90ba-52bb5a84da56.jpg,1056423.29
007abb61-3e9d-4240-a4a4-f2981a1fe4d6.jpg,626766.12
007ace20-0ddd-4782-a6ec-9d2055258a4e.jpg,221747.54
007b52a2-f38e-4e7e-81b1-721979a93ca7.jpg,1575186.87
007b680e-e4dd-4a30-9ead-bc85fa4f9a62.jpg,111412.42
007bd194-97c7-4bae-b768-9fdf335621d6.jpg,103702.98
007c3d79-52f3-4c96-a1ea-e52f49ed2ade.jpg,39205.9
007c5d63-d416-4000-a3dc-b7538c069b57.jpg,270702.15
007cccee-c8e4-42e4-804b-da3ad03ef341.jpg,274404.05
007df2a2-d79f-4376-8503-287e7d831344.jpg,1674179.41
007df77a-a84e-466f-a3dd-e70653c670fd.jpg,229896.26
007e1943-18f6-44c2-8d18-2a4857348670.jpg,131181.65
007e3113-f59a-4b0e-8920-392f8d504f3d.jpg,96751.43
007f6c92-4771-4f81-a161-d612a9573def.jpg,1539629.63
007fa4f1-027d-4ff9-a96e-ab6108a38497.jpg,1040285.44
007fcfda-78d5-4629-9a68-8fe148a4267e.jpg,59877.21
00812f84-76e4-4ed3-a702-dc4e69b19e42.jpg,111584.71
00820f40-40ac-46d7-82bb-bf201c946360.jpg,722291.02
00823c78-6bde-4b34-9930-f7bc159559ab.jpg,29446.85
0083cd34-5b10-467e-a5ae-f3ad8a760734.jpg,67158.46
00847e38-24ba-4546-beb9-20b92d212209.jpg,77615.66
0084b5f3-8ce9-447c-8df6-c4ff99690bf0.jpg,327633.89
0084e2d0-d970-45f9-b7fc-639d5a1cbfe8.jpg,405437.54
0085638a-8d63-4c01-893f-cb78cf71f848.jpg,413694.73
00858d6f-fd88-4ab8-81a6-afa423339b96.jpg,115708.87
0085b972-13f2-490e-912c-f53aa54af103.jpg,675553.5
0085e9cc-276c-4260-971c-8bee51f62b3c.jpg,329148.68
0086435e-ab36-40b6-86ca-01ac45452ea5.jpg,134360.87
0086dbf0-0f1d-4db8-9473-85edcfe03e60.jpg,73505.01
0086fbd6-097d-47ff-8da8-3f0d2f8d970b.jpg,379413.75
00884507-f06a-44b6-b17e-9b8da4d50428.jpg,386068.57
008a478b-6fab-4e1b-9068-807b734e5f84.jpg,46341.69
008a9708-4b67-49b6-8278-79e3bf23f01d.jpg,164667.6
008ae259-a17e-47ff-8e16-4b4d72c5d695.jpg,1680587.68
008b5b53-6b6d-461d-bcab-6bdb0521a106.jpg,159850.43
008c7a8b-917b-4da1-86e5-68607cc75ebc.jpg,41151.89
008c8c1f-072b-4c82-b619-d151a14eeadd.jpg,134454.29
008cd2c5-ad07-4f80-842a-b2ac837c4258.jpg,740975.99
008d061d-28df-4c03-8f99-917f42a99629.jpg,392333.31
008d4a11-205c-4e52-9995-0a2d58b33863.jpg,165235.14
008df175-9ac6-4631-9f4f-6fc2a1b07eb1.jpg,87194.3
008e12f9-db35-441d-a185-f0b0e301b1a0.jpg,138770.13
008e75c8-f0df-402f-8884-ae959a193729.jpg,156805.02
008ec97c-59ab-4c04-8a97-6b430b042d41.jpg,128925.04
008f1df6-5862-4f8e-9467-c1f8ad2ccfcd.jpg,111420.31
009096b4-2ee6-441b-834d-ac8c7535d699.jpg,102651.8
00915b2b-c313-4774-81fc-2adbcdc0cc74.jpg,1830415.48
00915f2d-7021-4e0d-a395-f282d4d5623e.jpg,27504568.92
00916697-b4b5-44ce-8a4c-bdabbfdd834f.jpg,382898.53
00916876-984f-4c90-86ec-02ea7af7132c.jpg,496325.07
0092c375-a933-4132-a00a-9144b7456c81.jpg,292722.66
00947679-3929-442d-ab0a-17a592b3e1ec.jpg,614306.29
0094d1e2-1207-4ffe-b932-8ef9c15c0182.jpg,423205.63
0094e13b-3f5f-47d9-845b-133d11298b12.jpg,302513.76
0095950b-a36d-4813-a14c-a5b7591836a0.jpg,638944.18
0095eee6-9c66-44de-8a5a-e1e3b10a221a.jpg,154283.66
009606b7-125b-4048-aab0-dd4cd1f5ed7d.jpg,85310.38
009697a0-ab77-48a9-a10f-ae11b132b4f7.jpg,27623852.82
00970951-b180-4b4d-a91d-12eb690f8369.jpg,98589.84
00973e5d-8cd3-4872-a92c-7379f6a790e2.jpg,42144522.88
00973fb1-b266-4e30-ad5e-450260b2c3ad.jpg,511841.92
00974ecf-f1af-4c53-bfc5-eb3842e19e66.jpg,354862.32
00979ce7-eab3-458c-9164-45529f0227cb.jpg,254440.26
0097d5cd-d3c5-46b4-b936-6a490008ee8c.jpg,56275.86
00983ae3-8348-4328-a046-0b9c1b23631c.jpg,88462.17
0099b34b-f88b-459e-a1b5-64aa257bbab3.jpg,386326.35
009a0d10-90e2-4485-8891-417387d93eea.jpg,4195191.95
009a6d9d-2ffb-4faa-aa2a-f995792c2338.jpg,3481536.4
009adbec-a024-4d42-9724-f3448498353c.jpg,85565
009afbca-6993-4a64-a190-645c6be9c32a.jpg,662806.02
009b654f-31da-402b-9efd-c1d839e2d063.jpg,163107.96
009bcd63-9746-49a8-b848-9c9ba323b26d.jpg,161726.7
009c16ec-ea52-4b4a-91a8-15b86c9654b7.jpg,562119.5
009c228c-02e9-439b-9e2c-82aad96d48fa.jpg,672807.37
009c50da-f3f5-44ea-85ef-0cfd02fbb01e.jpg,329627.44
009d0fce-efa6-46ee-bcfc-33b1d1b7e382.jpg,321737.61
009d6d14-b1ae-4231-b1d1-e4bac1b568a0.jpg,15111711.77
009e45f9-ab18-4f06-aad2-c53405bc159f.jpg,139649.89
009e92ef-da4b-4d37-a4bc-5eae230765cd.jpg,721426.22
009ef54a-a506-41a2-a796-27293bd31166.jpg,1140356.56
009f269a-9351-46c4-83c9-d24e0d333bbc.jpg,108450.16
009fa2b9-34ea-4143-ac5a-53611e6e1a5e.jpg,210068.94
00a025ac-cae8-4c57-ac5b-a12de707bab0.jpg,3274817.25
00a045e9-a15c-411b-a059-820be1de6fe8.jpg,107836.02
00a04a4d-edd2-47f2-b243-cfcdb44e6a3e.jpg,3114641.24
00a05263-10d2-4a9d-bfbe-8647d0bc3ce8.jpg,275126.54
00a098dc-8fd7-423f-aba4-bc5c748fede6.jpg,225520.05
00a1ce89-012e-40bd-957a-fa5c6d29a4fc.jpg,387926.23
00a21b2a-ced2-45f5-845d-1247414a9583.jpg,266012.27
00a26a73-8792-47a5-8d9b-8303fc7b4886.jpg,16551856.4
00a299c5-6066-4463-87a8-057f132854cc.jpg,321582.14
00a3ae15-c2c1-403e-97fe-92bd23d5dec5.jpg,52416.24
00a3cfdd-6eae-4510-98c7-1bf146238420.jpg,1952520.05
00a5e361-1fe4-4048-8edc-47c6025047b9.jpg,93014.77
00a6029f-d405-49b3-b5dc-5183e0d3b4b6.jpg,175876.28
00a66984-8ad8-49e2-a4d0-501189efe53f.jpg,443535.92
00a67a85-765b-45ce-8776-313de752d434.jpg,140122.53
00a71741-a872-427b-8e3e-2f820ccb65ad.jpg,199041.23
00a73a89-88b3-4c0a-8cf5-5fb6d1639933.jpg,73337.77
00a7d9c9-6fc3-47a4-8a1c-46a71e21c54d.jpg,397991.17
00a85dea-faff-463c-b230-c4efff4f1b44.jpg,210630.78
00a8f2c0-92b9-45a6-a414-df527594a2c6.jpg,470986.89
00a928be-ec1e-40ba-bf89-869273451a22.jpg,109121.83
00a935f6-b518-42b0-b2fa-628aba028b3a.jpg,241852.7
00a95ff0-5493-4bef-9e06-fdea66a1511d.jpg,1992888.64
00aa1f7a-c014-4e54-8fd2-979126369f32.jpg,110381.69
00aaaf58-3a98-4201-bbc5-b5462aa44342.jpg,13859995.19
00ab02ae-3d6f-4d2d-a9e9-baba8c82050b.jpg,393159.19
00ab3454-5577-4e7f-8824-a68ca7e3f6fb.jpg,311453.26
00ab8937-c1fb-4f1c-ae56-8eae9b8f5050.jpg,119987.19
00abc089-d626-43f8-b9f2-07efedc1fa94.jpg,122676.68
00ac09d8-bd90-4b2c-8fb1-73d61801aa6f.jpg,191936.38
00ac7742-cdd8-4804-8809-8276758f9c7e.jpg,219277.62
00ad6e6d-18da-4d3e-ab78-3d07d8488269.jpg,35195.97
00addd6b-16d2-4abf-8805-956c789ef206.jpg,605526.2
00adf479-c06a-4e29-bae9-b7cc31f8d418.jpg,262902.11
00ae5661-1d4a-468d-a6cb-e369bdc765fd.jpg,215074.59
00ae98e2-2f0c-4b37-a0ce-0fba05a216a7.jpg,228160.48
00aeeb62-7c05-4857-8a61-5f58ca388545.jpg,118081.03
00af3f19-18ea-4910-a51e-26436a9b75a0.jpg,24700.58
00b059b8-fe64-4a9f-83e4-4a607a8eb6f4.jpg,2859507.68
00b157ba-2021-4bec-8e87-7a15ca000b63.jpg,1445295.07
00b1633b-5239-40db-8dfa-41f76c27580b.jpg,119101.09
00b2f000-96d7-4493-bf38-4f25eae6e26a.jpg,165188.94
00b47b71-caba-44ef-b539-a22b9844a869.jpg,412682.1
00b621b1-95ae-4a34-ad6c-f5052437f787.jpg,86577.03
00b7025f-534a-4af0-bd28-dc0a72c69035.jpg,758078.31
00b7b896-72ce-4027-8d4e-d2743c1216da.jpg,41496.53
00b7b9e5-6c3e-4212-aa74-ae1030bacc82.jpg,12023375.37
00b7ddbb-b70b-4efd-91f9-a31b68496e2d.jpg,1106760.73
00b83660-c434-4ced-9ee2-37d71d75350c.jpg,151226.86
00b952c3-5241-4e99-84de-09c24d60dd2e.jpg,170108.4
